Taxon,Species,Genes,12S,16S,AMEL,BDNF,BMP2,CMOS,COI,CYTB,ND1,ND2,ND4,NT3,PDC,PRLR,R35,RAG1,RAG2
Sauria,Acontias cregoi,5,,HQ180044,,HQ655194,,,HQ180071,HQ180098,,,,,,,,HQ180125,
Sauria,Acontias gariepensis,6,,HQ180029,,,,,HQ180056,HQ180083,AY662555,AY662555,,,,,,AY662640,
Sauria,Acontias gracilicauda,6,DQ249014,HQ180035,,,,DQ249049,AY028862,HQ180089,,,,,,,,HQ180116,
Sauria,Acontias jappi,4,,HQ180028,,,,,HQ180055,HQ180082,,,,,,,,HQ180109,
Sauria,Acontias kgalagadi,5,AY649139,HQ180026,,,,,HQ180053,HQ180080,,,,,,,,HQ180107,
Sauria,Acontias lineatus,6,DQ249007,HQ180032,,,,DQ249042,DQ249075,HQ180086,,,,,,,,HQ180113,
Sauria,Acontias litoralis,6,AY217996,AY217945,,,,AY217843,AY028868,HQ180084,,,,,,,,HQ180111,
Sauria,Acontias meleagris,14,AY169563,HQ180038,,HQ655158,GU457901,HQ655195,EU855736,FJ972224,AY662553,AY662553,AY169637,GU456026,,JN880799,HQ876348,AY662639,
Sauria,Acontias namaquensis,4,,HQ180033,,,,,HQ180060,HQ180087,,,,,,,,HQ180114,
Sauria,Acontias occidentalis,6,DQ249018,HQ180034,,,,DQ249063,DQ249077,HQ180088,,,,,,,,HQ180115,
Sauria,Acontias orientalis,6,AY683666,HQ180039,,,,DQ249051,AY028860,HQ180093,,,,,,,,HQ180120,
Sauria,Acontias percivali,6,AY217997,AY217946,,,,AY217844,AY028865,AY217792,,,,,,,,DQ249119,
Sauria,Acontias plumbeus,6,DQ249006,HQ180041,,,,DQ249040,DQ249073,HQ180095,,,,,,,,HQ180122,
Sauria,Acontias poecilus,4,,HQ180042,,,,,HQ180069,HQ180096,,,,,,,,HQ180123,
Sauria,Acontias richardi,4,,HQ180027,,,,,HQ180054,HQ180081,,,,,,,,HQ180108,
Sauria,Acontias rieppeli,6,AY649102,HQ180046,,,,DQ249039,AY028851,HQ180100,,,,,,,,HQ180127,
Sauria,Acontias schmitzi,0,,,,,,,,,,,,,,,,,
Sauria,Acontias tristis,6,DQ249012,HQ180031,,,,DQ249046,AY028867,HQ180085,,,,,,,,HQ180112,
Sauria,Acratosaura mentalis,5,AF420694,AF420726,,,,AF420842,,JX079915,,,AF420899,,,,,,
Sauria,Acratosaura spinosa,0,,,,,,,,,,,,,,,,,
Sauria,Adercosaurus vixadnexus,0,,,,,,,,,,,,,,,,,
Sauria,Adolfus africanus,5,AF080385,HQ605828,,,,HQ605887,,HQ605846,,,,,,,,HQ616552,
Sauria,Adolfus alleni,4,,HQ605779,,,,HQ605882,,HQ605840,,,,,,,,KC503120,
Sauria,Adolfus jacksoni,6,AF206615,AF206615,,,,EF632253,AF206577,AF206539,,,,,,,,HQ616575,
Sauria,Adolfus masavaensis,0,,,,,,,,,,,,,,,,,
Sauria,Aeluroscalabotes felinus,11,AB028746,AB028760,,JN654793,JN654813,HQ426517,,,AB308463,JX041301,,,HQ426171,,JN568494,HQ426259,HQ426432
Sauria,Afroablepharus africanus,6,AY308438,AY308286,,,,EU164501,,EU164520,,DQ675257,,,,,,DQ675337,
Sauria,Afroablepharus annobonensis,4,EU164459,EU164494,,,,EU164498,,EU164535,,,,,,,,,
Sauria,Afroablepharus duruarum,0,,,,,,,,,,,,,,,,,
Sauria,Afroablepharus maculicollis,0,,,,,,,,,,,,,,,,,
Sauria,Afroablepharus seydeli,0,,,,,,,,,,,,,,,,,
Sauria,Afroablepharus wahlbergi,2,AY308327,AY308178,,,,,,,,,,,,,,,
Sauria,Afroablepharus wilsoni,0,,,,,,,,,,,,,,,,,
Sauria,Afroedura africana,3,,,,,,,,,,KM073620,,,KM073575,,,KM073460,
Sauria,Afroedura amatolica,5,,LM993672,,,,,,,,KM073622,LM654527,,KM073576,,,KM073463,
Sauria,Afroedura bogerti,5,,LM993777,,,,,,,,KM073625,LM654622,,KM073579,,,KM073465,
Sauria,Afroedura broadleyi,3,,,,,,,,,,KM073628,,,KM073605,,,KM073468,
Sauria,Afroedura granitica,3,,,,,,,,,,KM073631,,,KM073581,,,KM073470,
Sauria,Afroedura haackei,0,,,,,,,,,,,,,,,,,
Sauria,Afroedura halli,5,,LM993695,,,,,,,,KM073642,LM654563,,KM073584,,,KM073475,
Sauria,Afroedura hawequensis,5,,LM993779,,,,,,,,KM073645,LM654625,,KM073585,,,KM073483,
Sauria,Afroedura karroica,7,,LM993744,,,,JQ945523,,,,JX041302,LM654585,,JQ945345,,,JQ945277,JQ945415
Sauria,Afroedura langi,5,,LM993791,,,,,,,,EU054231,EU054159,,EU054183,,,EU054207,
Sauria,Afroedura leoloensis,0,,,,,,,,,,,,,,,,,
Sauria,Afroedura loveridgei,6,DQ852695,,,,,AY172918,,,,JX041303,,,JQ945346,,,JQ945278,JQ945416
Sauria,Afroedura major,2,,,,,,,,,,KM073647,,,KM073590,,,,
Sauria,Afroedura maripi,3,,,,,,,,,,KM073648,,,KM073592,,,KM073488,
Sauria,Afroedura marleyi,5,,LM993787,,,,,,,,KM073655,LM654632,,KM073595,,,KM073491,
Sauria,Afroedura multiporis,5,,LM993789,,,,,,,,KM073658,LM654633,,KM073597,,,KM073494,
Sauria,Afroedura namaquensis,0,,,,,,,,,,,,,,,,,
Sauria,Afroedura nivaria,5,,LM993766,,,,,,,,KM073659,LM654614,,KM073598,,,LM654651,
Sauria,Afroedura pienaari,3,,,,,,,,,,KM073666,,,KM073599,,,KM073505,
Sauria,Afroedura pondolia,5,,LM993785,,,,,,,,KM073668,LM654630,,KM073600,,,KM073506,
Sauria,Afroedura pongola,3,,,,,,,,,,KM073670,,,KM073602,,,KM073508,
Sauria,Afroedura rondavelica,0,,,,,,,,,,,,,,,,,
Sauria,Afroedura rupestris,0,,,,,,,,,,,,,,,,,
Sauria,Afroedura tembulica,5,,LM993775,,,,,,,,KM073673,LM654621,,KM073606,,,KM073509,
Sauria,Afroedura tirasensis,0,,,,,,,,,,,,,,,,,
Sauria,Afroedura transvaalica,4,,LM993792,,,,,,,,KM073683,,,KM073608,,,KM073512,
Sauria,Afroedura waterbergensis,3,,,,,,,,,,KM073685,,,KM073610,,,KM073520,
Sauria,Afrogecko ansorgii,0,,,,,,,,,,,,,,,,,
Sauria,Afrogecko porphyreus,10,DQ852696,LM993794,,JQ073120,,AY172919,,EF490750,,EF490776,LM654635,,EF490697,,,EF490723,JQ945418
Sauria,Agama aculeata,6,,JX668143,,,,JX838901,,AF355564,,,JX857577,JX839185,,,JX839090,,
Sauria,Agama africana,4,,GU133312,,,,JX838902,,,,,,JX839186,,,JX839091,,
Sauria,Agama agama,11,,JN791278,,EU402615,EU402670,AF137530,KF604750,,AF128504,AF128504,AF443225,JX839187,,,HQ876321,EU402825,
Sauria,Agama anchietae,8,,JX668145,,,,JX838907,,AF355568,,GQ242169,JX857610,JX839191,,,JX839094,GQ242239,
Sauria,Agama armata,5,,JX668151,,,,JX838910,,,,,JX857620,JX839195,,,JX839097,,
Sauria,Agama atra,8,,JX668152,,,,JX838913,,AF355559,AF128505,AF128505,JX857569,JX839197,,,JX839102,,
Sauria,Agama bocourti,0,,,,,,,,,,,,,,,,,
Sauria,Agama boensis,4,,JF520704,,,,JX838915,,,,,JX857589,,,,JX839104,,
Sauria,Agama bottegi,5,,JX668157,,,,JX838916,,,,,JX857587,JX839199,,,JX839105,,
Sauria,Agama boueti,5,,JN665052,,,,JX838921,,,,,JX857623,JX839202,,,JX839109,,
Sauria,Agama boulengeri,5,,JN665058,,,,JX838924,,,,,JX857603,JX839206,,,JX839111,,
Sauria,Agama caudospinosa,4,,GU128450,,,,JX838926,,,,,GU128487,,,,JX839115,,
Sauria,Agama cristata,1,,JF520718,,,,,,,,,,,,,,,
Sauria,Agama doriae,5,,GU128451,,,,JX838931,,,,,JX857614,JX839207,,,JX839117,,
Sauria,Agama etoshae,3,,JX668172,,,,JX838932,,,,,JX857544,,,,,,
Sauria,Agama finchi,4,,JN385281,,,,JX838933,,,,,GU128489,,,,JX839118,,
Sauria,Agama gracilimembris,4,,JX668175,,,,JX838936,,,,,JX857563,,,,JX839121,,
Sauria,Agama hartmanni,2,,JX668176,,,,,,,,,JX857590,,,,,,
Sauria,Agama hispida,5,,GU128453,,,,JX838938,,,,,JX857594,JX839209,,,JX839123,,
Sauria,Agama impalearis,9,AB271238,JX668178,,,,JX838939,,AB263940,AF128506,AF128506,JX857625,JX839210,,,JX839124,,
Sauria,Agama insularis,5,,JF520723,,,,JX838943,,,,,JX857593,JX839213,,,JX839128,,
Sauria,Agama kaimosae,2,,JX668183,,,,,,,,,JX857630,,,,,,
Sauria,Agama kirkii,4,,JX668186,,,,JX838947,,,,,JX857549,,,,JX839131,,
Sauria,Agama knobeli,0,,,,,,,,,,,,,,,,,
Sauria,Agama lanzai,0,,,,,,,,,,,,,,,,,
Sauria,Agama lebretoni,5,,JF520727,,,,JX838954,,,,,JX857627,JX839220,,,JX839138,,
Sauria,Agama lionotus,7,,JX668195,,,,JX838955,,,,GQ242168,JX857597,JX839221,,,JX839139,GQ242234,
Sauria,Agama lucyae,0,,,,,,,,,,,,,,,,,
Sauria,Agama montana,5,,JX668199,,,,JX838960,,,,,JX857582,JX839224,,,JX839143,,
Sauria,Agama mossambica,1,,JX668200,,,,,,,,,,,,,,,
Sauria,Agama mucosoensis,0,,,,,,,,,,,,,,,,,
Sauria,Agama mwanzae,2,,GU128457,,,,JX838961,,,,,,,,,,,
Sauria,Agama parafricana,5,,JF520734,,,,JX838962,,,,,JX857612,JX839225,,,JX839144,,
Sauria,Agama paragama,1,,JF520738,,,,,,,,,,,,,,,
Sauria,Agama persimilis,0,,,,,,,,,,,,,,,,,
Sauria,Agama planiceps,6,,JX668206,,,,JX838971,,AF355525,,,JX857592,JX839233,,,JX839152,,
Sauria,Agama robecchii,3,,JX668207,,,,,,,,,JX857607,,,,JX839153,,
Sauria,Agama rueppelli,5,,JX668208,,,,JX838973,,,,,JX857581,JX839237,,,JX839154,,
Sauria,Agama sankaranica,4,,JF520745,,,,JX838976,,,,,JX857586,,,,JX839156,,
Sauria,Agama somalica,0,,,,,,,,,,,,,,,,,
Sauria,Agama spinosa,5,,JX668211,,,,JX838980,,,,,JX857545,JX839239,,,JX839158,,
Sauria,Agama sylvana,0,,,,,,,,,,,,,,,,,
Sauria,Agama tassiliensis,3,,JN665064,,,,JX128213,,,,,JX128179,,,,,,
Sauria,Agama turuensis,1,,JX668214,,,,,,,,,,,,,,,
Sauria,Agama weidholzi,5,,JN665067,,,,JX838981,,,,,JX857591,JX839244,,,JX839164,,
Sauria,Agamura persica,7,DQ852726,,,,,KC191025,,EU589176,,JX041306,,,JX440625,,,JQ945281,JQ945420
Sauria,Ailuronyx seychellensis,2,AY221267,,,,,AY221331,,,,,,,,,,,
Sauria,Ailuronyx tachyscopaeus,5,,,,,,JQ945529,,,,JX041307,,,JQ945350,,,JQ945282,JQ945421
Sauria,Ailuronyx trachygaster,5,,,,,,JQ945530,,,,JX041308,,,JQ945351,,,JQ945283,JQ945422
Sauria,Alexandresaurus camacan,1,,,,,,,,JX079917,,,,,,,,,
Sauria,Algyroides fitzingeri,7,AF206598,AF206598,,,,GQ142147,AF206557,GQ142134,,,FR821078,,,,,GQ142157,
Sauria,Algyroides marchi,5,GQ142080,GQ142103,,,,GQ142146,,GQ142133,,,,,,,,GQ142156,
Sauria,Algyroides moreoticus,5,GQ142079,GQ142102,,,,EF632254,,GQ142131,,,,,,,,EF632209,
Sauria,Algyroides nigropunctatus,5,AY942787,AY942797,,,,EF632255,,GQ142132,,,,,,,,EF632210,
Sauria,Alinea berengerae,4,KJ493250,,,,,,,KJ492298,,,,,,,KJ492983,,KJ493003
Sauria,Alinea lanceolata,0,,,,,,,,,,,,,,,,,
Sauria,Alinea luciae,0,,,,,,,,,,,,,,,,,
Sauria,Alinea pergravis,4,KJ493269,,,,,,,KJ492319,,,,,,,KJ492991,,KJ493010
Sauria,Alopoglossus angulatus,6,,,,HQ876226,JN654814,,,,,,KJ705317,JN568329,,,HQ876345,HQ876442,
Sauria,Alopoglossus atriventris,4,AF420695,AF420746,,,,AF420821,,,,,AF420908,,,,,,
Sauria,Alopoglossus buckleyi,1,,,,,,,,,,,KJ705320,,,,,,
Sauria,Alopoglossus copii,4,AF420692,AF420745,,,,AF420819,,,,,AF420865,,,,,,
Sauria,Alopoglossus festae,1,,,,,,,,,,,KJ705315,,,,,,
Sauria,Alopoglossus lehmanni,0,,,,,,,,,,,,,,,,,
Sauria,Alopoglossus viridiceps,1,,,,,,,,,,,KJ705316,,,,,,
Sauria,Alsophylax laevis,0,,,,,,,,,,,,,,,,,
Sauria,Alsophylax loricatus,0,,,,,,,,,,,,,,,,,
Sauria,Alsophylax pipiens,5,,,,,,JQ945531,,,,JX041309,,,JQ945352,,,JQ945284,JQ945423
Sauria,Alsophylax przewalskii,0,,,,,,,,,,,,,,,,,
Sauria,Alsophylax szczerbaki,0,,,,,,,,,,,,,,,,,
Sauria,Alsophylax tadjikiensis,0,,,,,,,,,,,,,,,,,
Sauria,Altiphylax baturensis,0,,,,,,,,,,,,,,,,,
Sauria,Altiphylax levitoni,3,,,,,,,,,,KC151974,,,KC151997,,,KC152022,
Sauria,Altiphylax mintoni,0,,,,,,,,,,,,,,,,,
Sauria,Altiphylax stoliczkai,4,,,,,,,,KJ794364,,KJ794405,,,KJ794395,,,KJ794382,
Sauria,Altiphylax tokobajevi,0,,,,,,,,,,,,,,,,,
Sauria,Altiphylax yarkandensis,0,,,,,,,,,,,,,,,,,
Sauria,Amalosia jacovae,0,,,,,,,,,,,,,,,,,
Sauria,Amalosia lesueurii,5,,,,,,,,GQ865807,,JQ173642,JQ398464,,JQ173689,,,JQ173736,
Sauria,Amalosia obscura,4,,,,,,,,,,JQ173655,JQ398475,,JQ173702,,,JQ446395,
Sauria,Amalosia rhombifer,6,,,,,,FJ855472,,,,JX024363,JQ398479,,JQ173706,,,FJ855451,JQ945489
Sauria,Amapasaurus tetradactylus,0,,,,,,,,,,,,,,,,,
Sauria,Amblyrhynchus cristatus,2,,,,,,,,AY948118,,,U66234,,,,,,
Sauria,Ameiva aggerecusans,2,KF742697,KF742713,,,,,,,,,,,,,,,
Sauria,Ameiva ameiva,6,AF206586,AF206586,,,,KC109625,AF206560,AF151192,,,AF151206,,,,,,
Sauria,Ameiva atrata,0,,,,,,,,,,,,,,,,,
Sauria,Ameiva atrigularis,0,,,,,,,,,,,,,,,,,
Sauria,Ameiva auberi,5,M65110,AY046466,,,,,,M65117,,,,,,,,AY487359,DQ119629
Sauria,Ameiva bifrontata,2,AY046454,AY046496,,,,,,,,,,,,,,,
Sauria,Ameiva chrysolaema,3,AY046425,AY046467,,,,,,,,EU781100,,,,,,,
Sauria,Ameiva cineracea,0,,,,,,,,,,,,,,,,,
Sauria,Ameiva concolor,2,KF742693,KF742709,,,,,,,,,,,,,,,
Sauria,Ameiva corax,2,AY359477,AY359497,,,,,,,,,,,,,,,
Sauria,Ameiva corvina,0,,,,,,,,,,,,,,,,,
Sauria,Ameiva dorsalis,2,AY359478,AY359498,,,,,,,,,,,,,,,
Sauria,Ameiva erythrocephala,2,AY359479,AY359499,,,,,,,,,,,,,,,
Sauria,Ameiva exsul,2,AY359480,AY359500,,,,,,,,,,,,,,,
Sauria,Ameiva fuscata,2,AY359482,AY359502,,,,,,,,,,,,,,,
Sauria,Ameiva griswoldi,2,AY359483,AY359503,,,,,,,,,,,,,,,
Sauria,Ameiva jacuba,3,JQ762441,JQ762445,,,,KC109626,,,,,,,,,,,
Sauria,Ameiva lineolata,3,AY292296,AY359505,,,,,,,,AY561639,,,,,,,
Sauria,Ameiva major,0,,,,,,,,,,,,,,,,,
Sauria,Ameiva maynardi,2,AY359486,AY359506,,,,,,,,,,,,,,,
Sauria,Ameiva nodam,2,KF742696,KF742712,,,,,,,,,,,,,,,
Sauria,Ameiva pantherina,0,,,,,,,,,,,,,,,,,
Sauria,Ameiva parecis,3,JQ762438,JQ762442,,,,KC109632,,,,,,,,,,,
Sauria,Ameiva plei,2,AY359487,AY359507,,,,,,,,,,,,,,,
Sauria,Ameiva pluvianotata,2,AY359488,AY359508,,,,,,,,,,,,,,,
Sauria,Ameiva polops,3,KJ488942,KJ488941,,,,,,,,JQ240644,,,,,,,
Sauria,Ameiva praesignis,0,,,,,,,,,,,,,,,,,
Sauria,Ameiva provitaae,0,,,,,,,,,,,,,,,,,
Sauria,Ameiva taeniura,2,AY292294,AY359509,,,,,,,,,,,,,,,
Sauria,Ameiva wetmorei,2,AY359492,AY359512,,,,,,,,,,,,,,,
Sauria,Ameivula abaetensis,4,,KF957501,,,,,,KF957533,,,KF957534,KF957597,,,,,
Sauria,Ameivula abalosi,0,,,,,,,,,,,,,,,,,
Sauria,Ameivula cipoensis,0,,,,,,,,,,,,,,,,,
Sauria,Ameivula confusioniba,0,,,,,,,,,,,,,,,,,
Sauria,Ameivula cyanura,0,,,,,,,,,,,,,,,,,
Sauria,Ameivula jalapensis,0,,,,,,,,,,,,,,,,,
Sauria,Ameivula littoralis,0,,,,,,,,,,,,,,,,,
Sauria,Ameivula mumbuca,0,,,,,,,,,,,,,,,,,
Sauria,Ameivula nativo,0,,,,,,,,,,,,,,,,,
Sauria,Ameivula nigrigula,0,,,,,,,,,,,,,,,,,
Sauria,Ameivula ocellifera,5,AY218041,AF420759,,,,AY217890,,AY217839,,,AF420914,,,,,,
Sauria,Ameivula pyrrhogularis,0,,,,,,,,,,,,,,,,,
Sauria,Ameivula venetacauda,0,,,,,,,,,,,,,,,,,
Sauria,Ameivula xacriaba,0,,,,,,,,,,,,,,,,,
Sauria,Amphibolurus muricatus,7,,,,KF871491,,AF137523,,,AF128468,AF128468,KF871569,,,KF871649,,HQ662428,
Sauria,Amphibolurus norrisi,6,,,,KF871494,,,,,AY133001,AY133001,KF871556,,,KF871614,,HQ662434,
Sauria,Amphiglossus alluaudi,0,,,,,,,,,,,,,,,,,
Sauria,Amphiglossus andranovahensis,0,,,,,,,,,,,,,,,,,
Sauria,Amphiglossus anosyensis,8,FJ667609,FJ667621,,FJ667634,,FJ667663,JQ909246,,FJ744569,,,,FJ667692,,,,FJ667721
Sauria,Amphiglossus ardouini,1,,,,,,,JQ909247,,,,,,,,,,
Sauria,Amphiglossus astrolabi,9,AY391125,AY391143,,JF424685,,AY391179,JQ909249,AY391161,AY315569,,,,JF424715,,,,FJ667722
Sauria,Amphiglossus crenni,4,AY315504,AY315553,,,,,JQ909250,,AY315599,,,,,,,,
Sauria,Amphiglossus decaryi,0,,,,,,,,,,,,,,,,,
Sauria,Amphiglossus elongatus,0,,,,,,,,,,,,,,,,,
Sauria,Amphiglossus frontoparietalis,7,FJ667610,FJ667622,,FJ667636,,FJ667665,,,FJ744571,,,,FJ667694,,,,FJ667723
Sauria,Amphiglossus gastrostictus,0,,,,,,,,,,,,,,,,,
Sauria,Amphiglossus johannae,1,,,,,,,KF604766,,,,,,,,,,
Sauria,Amphiglossus macrocercus,9,AY315480,AY315534,,JQ073074,,AY391182,,AY391164,AY315580,,,,FJ667695,,,JQ073195,FJ667724
Sauria,Amphiglossus mandady,0,,,,,,,,,,,,,,,,,
Sauria,Amphiglossus mandokava,9,AY391129,FJ667623,,FJ667638,,AY391183,JQ909251,AY391165,FJ744573,,,,FJ667696,,,,FJ667725
Sauria,Amphiglossus melanurus,9,AY391130,AY391148,,FJ667639,,AY391184,JQ909252,AY391166,AY315597,,,,FJ667697,,,,FJ667726
Sauria,Amphiglossus meva,7,JF424674,JF424679,,JF424687,,JF424693,,,JF424702,,,,JF424712,,,,JF424716
Sauria,Amphiglossus ornaticeps,6,AY391132,AY391150,,,,AY391186,JQ909254,AY391168,AY315583,,,,,,,,
Sauria,Amphiglossus punctatus,9,AY391133,FJ667624,,FJ667640,,AY391187,JQ909255,AY391169,AY315584,,,,FJ667698,,,,FJ667727
Sauria,Amphiglossus reticulatus,8,AY315490,AY315539,,JF424690,,FJ667670,JQ909256,,AY315585,,,,JF424714,,,,FJ667728
Sauria,Amphiglossus spilostichus,0,,,,,,,,,,,,,,,,,
Sauria,Amphiglossus splendidus,8,AY315495,AY315544,,JN614211,,,,,AY315590,JN700168,,JN568316,,JN880803,JN568489,,
Sauria,Amphiglossus stylus,0,,,,,,,,,,,,,,,,,
Sauria,Amphiglossus tanysoma,8,AY315498,AY315540,,FJ667642,,FJ667671,JQ909264,,AY315593,,,,FJ667700,,,,FJ667729
Sauria,Amphiglossus tsaratananensis,6,AY391135,AY391153,,,,AY391189,JQ909265,AY391171,AY315594,,,,,,,,
Sauria,Amphiglossus valhallae,0,,,,,,,,,,,,,,,,,
Sauria,Anadia altaserrania,0,,,,,,,,,,,,,,,,,
Sauria,Anadia antioquensis,0,,,,,,,,,,,,,,,,,
Sauria,Anadia bitaeniata,0,,,,,,,,,,,,,,,,,
Sauria,Anadia blakei,0,,,,,,,,,,,,,,,,,
Sauria,Anadia bogotensis,0,,,,,,,,,,,,,,,,,
Sauria,Anadia brevifrontalis,0,,,,,,,,,,,,,,,,,
Sauria,Anadia bumanguesa,0,,,,,,,,,,,,,,,,,
Sauria,Anadia escalerae,0,,,,,,,,,,,,,,,,,
Sauria,Anadia hobarti,0,,,,,,,,,,,,,,,,,
Sauria,Anadia marmorata,0,,,,,,,,,,,,,,,,,
Sauria,Anadia mcdiarmidi,2,,JQ742263,,,,,,,JQ742425,,,,,,,,
Sauria,Anadia ocellata,0,,,,,,,,,,,,,,,,,
Sauria,Anadia pamplonensis,0,,,,,,,,,,,,,,,,,
Sauria,Anadia pariaensis,0,,,,,,,,,,,,,,,,,
Sauria,Anadia petersi,0,,,,,,,,,,,,,,,,,
Sauria,Anadia pulchella,0,,,,,,,,,,,,,,,,,
Sauria,Anadia rhombifera,0,,,,,,,,,,,,,,,,,
Sauria,Anadia steyeri,0,,,,,,,,,,,,,,,,,
Sauria,Anadia vittata,0,,,,,,,,,,,,,,,,,
Sauria,Anatololacerta anatolica,4,GQ142086,GQ142109,,,,GQ142150,,GQ142138,,,,,,,,,
Sauria,Anatololacerta budaki,0,,,,,,,,,,,,,,,,,
Sauria,Anatololacerta danfordi,5,GQ142084,GQ142107,,,,DQ461743,,DQ461765,,,,,,,,EF632224,
Sauria,Anatololacerta pelasgiana,0,,,,,,,,,,,,,,,,,
Sauria,Androngo trivittatus,9,FJ667615,AY151444,,FJ667646,,FJ667675,JQ909266,AF280126,FJ744565,,,,FJ667704,,,,FJ667733
Sauria,Anelytropsis papillosus,8,,DQ990973,,GU457862,JN614216,HQ876394,,,,HQ876244,,GU456018,,,HQ876383,GU457985,
Sauria,Anepischetosia maccoyi,0,,,,,,,,,,,,,,,,,
Sauria,Anguis cephallonica,3,,,,,,GQ285119,,,,FJ666587,,,,GQ285104,,,
Sauria,Anguis colchica,4,,,,,,GQ285121,,,,KF736830,,,,GQ285116,,KF736840,
Sauria,Anguis fragilis,13,NC_012431,NC_012431,,JQ845041,JQ844994,AY099972,KJ128664,NC_012431,AF407536,AF407536,EU443256,JQ844948,,GQ285108,,KF736847,
Sauria,Anguis graeca,3,,,,,,GQ285123,,,,FJ666573,,,,GQ285111,,,
Sauria,Anguis incomptus,0,,,,,,,,,,,,,,,,,
Sauria,Anguis veronensis,3,,,,,,KC881538,,,,KC881562,,,,KC881565,,,
Sauria,Anisolepis grilli,4,,KM517593,,,,KM517718,,KM517715,,,KM517831,,,,,,
Sauria,Anisolepis longicauda,7,AF338336,KM517594,,,,KM517719,,KM517716,AF528736,AF528736,KM517832,,,,,,
Sauria,Anisolepis undulatus,0,,,,,,,,,,,,,,,,,
Sauria,Anniella alexanderae,0,,,,,,,,,,,,,,,,,
Sauria,Anniella campi,0,,,,,,,,,,,,,,,,,
Sauria,Anniella geronimensis,3,,,,,,,,AF195091,AF085605,EU445973,,,,,,,
Sauria,Anniella grinnelli,0,,,,,,,,,,,,,,,,,
Sauria,Anniella pulchra,12,,,,HM160579,GU457885,AY487350,,AF195090,AF407537,AF407537,AY620747,GU456008,,JN880806,DQ119618,AY662605,DQ119636
Sauria,Anniella stebbinsi,0,,,,,,,,,,,,,,,,,
Sauria,Anolis acutus,7,AY534654,,,EU544058,,,,AF212128,,AF055926,,EU544098,,,EU544118,EU544034,
Sauria,Anolis aeneus,4,,,,,,,JN112719,EU557103,,AF317066,,,,,,JN112592,
Sauria,Anolis aequatorialis,3,,,,,,,JN112721,,,JN112663,,,,,,JN112593,
Sauria,Anolis agassizi,3,,,,,,,JN112722,,,JN112667,,,,,,JN112595,
Sauria,Anolis agueroi,0,,,,,,,,,,,,,,,,,
Sauria,Anolis ahli,2,,,,,,,,,AB712789,AY296148,,,,,,,
Sauria,Anolis alayoni,1,,,,,,,,,,AY296149,,,,,,,
Sauria,Anolis alfaroi,1,,,,,,,,,,AY296150,,,,,,,
Sauria,Anolis aliniger,2,,,,,,,,KJ566853,,EF531487,,,,,,,
Sauria,Anolis allisoni,1,,,,,,,,,,AY296151,,,,,,,
Sauria,Anolis allogus,2,,,,,,,,,AB712807,KF819776,,,,,,,
Sauria,Anolis altae,2,,KP209322,,,,,,,,AY909735,,,,,,,
Sauria,Anolis altavelensis,0,,,,,,,,,,,,,,,,,
Sauria,Anolis altitudinalis,1,,,,,,,,,,AY654023,,,,,,,
Sauria,Anolis alumina,1,,,,,,,,,,AY296153,,,,,,,
Sauria,Anolis alutaceus,2,,Z48641,,,,,,,,AF055971,,,,,,,
Sauria,Anolis alvarezdeltoroi,0,,,,,,,,,,,,,,,,,
Sauria,Anolis amplisquamosus,0,,,,,,,,,,,,,,,,,
Sauria,Anolis anatoloros,3,,,,,,,JN112723,,,JN112668,,,,,,JN112596,
Sauria,Anolis anchicayae,0,,,,,,,,,,,,,,,,,
Sauria,Anolis anfiloquioi,0,,,,,,,,,,,,,,,,,
Sauria,Anolis angusticeps,2,,,,,,,,,AB712811,AB713060,,,,,,,
Sauria,Anolis anisolepis,0,,,,,,,,,,,,,,,,,
Sauria,Anolis annectens,1,,,,,,,,,,DQ377346,,,,,,,
Sauria,Anolis anoriensis,3,,,,,,,JN112736,,,JN112665,,,,,,JN112608,
Sauria,Anolis antioquiae,0,,,,,,,,,,,,,,,,,
Sauria,Anolis antonii,0,,,,,,,,,,,,,,,,,
Sauria,Anolis apletophallus,0,,,,,,,,,,,,,,,,,
Sauria,Anolis apollinaris,0,,,,,,,,,,,,,,,,,
Sauria,Anolis aquaticus,1,,,,,,,,,,AY909738,,,,,,,
Sauria,Anolis argenteolus,1,,,,,,,,,,AY296154,,,,,,,
Sauria,Anolis argillaceus,2,,Z48642,,,,,,,,AY909739,,,,,,,
Sauria,Anolis armouri,2,,,,,,,,,AY263012,KC981612,,,,,,,
Sauria,Anolis auratus,1,,,,,,,,,,DQ377354,,,,,,,
Sauria,Anolis bahorucoensis,2,,,,,,,,KJ566802,,AF055932,,,,,,,
Sauria,Anolis baleatus,1,,,,,,,,,,AY296155,,,,,,,
Sauria,Anolis baracoae,1,,,,,,,,,,AY296156,,,,,,,
Sauria,Anolis barahonae,1,,,,,,,,,,AF055972,,,,,,,
Sauria,Anolis barbatus,1,,,,,,,,,,AY296146,,,,,,,
Sauria,Anolis barbouri,2,,Z48643,,,,,,,,AF055946,,,,,,,
Sauria,Anolis barkeri,0,,,,,,,,,,,,,,,,,
Sauria,Anolis bartschi,1,,,,,,,,,,AF055960,,,,,,,
Sauria,Anolis beckeri,0,,,,,,,,,,,,,,,,,
Sauria,Anolis bellipeniculus,0,,,,,,,,,,,,,,,,,
Sauria,Anolis benedikti,1,,KP209326,,,,,,,,,,,,,,,
