"","Taxon","Family","Subfamily","Clade","Constraint","Scientific.Name","Data","Genes","Length"
"Batrachyla_taeniata","Anura","Batrachylidae","Batrachylinae","Batrachylinae","Batrachyla","Batrachyla taeniata",1,5,2483
"Chaltenobatrachus_grandisonae","Anura","Batrachylidae","Batrachylinae","Batrachylinae","Chaltenobatrachus","Chaltenobatrachus grandisonae",0,0,0
"Hylorina_sylvatica","Anura","Batrachylidae","Batrachylinae","Batrachylinae","Hylorina","Hylorina sylvatica",1,2,2295
"Barbourula_busuangensis","Anura","Bombinatoridae","Bombinatorinae","Bombinatorinae_1","Barbourula","Barbourula busuangensis",1,5,4565
"Bombina_variegata","Anura","Bombinatoridae","Bombinatorinae","Bombinatorinae_10","Bombina","Bombina variegata",1,11,7372
"Barbourula_kalimantanensis","Anura","Bombinatoridae","Bombinatorinae","Bombinatorinae_2","Barbourula","Barbourula kalimantanensis",1,6,5630
"Bombina_bombina","Anura","Bombinatoridae","Bombinatorinae","Bombinatorinae_3","Bombina","Bombina bombina",1,9,6806
"Bombina_fortinuptialis","Anura","Bombinatoridae","Bombinatorinae","Bombinatorinae_4","Bombina","Bombina fortinuptialis",1,6,5110
"Bombina_lichuanensis","Anura","Bombinatoridae","Bombinatorinae","Bombinatorinae_5","Bombina","Bombina lichuanensis",1,5,3708
"Bombina_maxima","Anura","Bombinatoridae","Bombinatorinae","Bombinatorinae_6","Bombina","Bombina maxima",1,5,3728
"Bombina_microdeladigitora","Anura","Bombinatoridae","Bombinatorinae","Bombinatorinae_7","Bombina","Bombina microdeladigitora",1,8,4771
"Bombina_orientalis","Anura","Bombinatoridae","Bombinatorinae","Bombinatorinae_8","Bombina","Bombina orientalis",1,13,9657
"Bombina_pachypus","Anura","Bombinatoridae","Bombinatorinae","Bombinatorinae_9","Bombina","Bombina pachypus",1,3,1765
"Brachycephalus_alipioi","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus alipioi",1,5,4025
"Brachycephalus_atelopoide","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus atelopoide",0,0,0
"Brachycephalus_brunneus","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus brunneus",1,5,4197
"Brachycephalus_bufonoides","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus bufonoides",0,0,0
"Brachycephalus_didactylus","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus didactylus",1,5,3806
"Brachycephalus_ephippium","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus ephippium",1,13,9746
"Brachycephalus_ferruginus","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus ferruginus",1,5,4234
"Brachycephalus_garbeana","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus garbeana",0,0,0
"Brachycephalus_guarani","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus guarani",0,0,0
"Brachycephalus_hermogenesi","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus hermogenesi",1,4,2792
"Brachycephalus_izecksohni","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus izecksohni",1,5,4174
"Brachycephalus_margaritatus","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus margaritatus",0,0,0
"Brachycephalus_nodoterga","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus nodoterga",1,5,4450
"Brachycephalus_pernix","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus pernix",1,5,4128
"Brachycephalus_pitanga","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus pitanga",1,5,4132
"Brachycephalus_pombali","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus pombali",1,5,4070
"Brachycephalus_pulex","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus pulex",0,0,0
"Brachycephalus_toby","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus toby",1,5,4072
"Brachycephalus_tridactylus","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus tridactylus",0,0,0
"Brachycephalus_vertebralis","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Brachycephalus","Brachycephalus vertebralis",1,5,4129
"Ischnocnema_abdita","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema abdita",1,4,2539
"Ischnocnema_bolbodactyla","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema bolbodactyla",1,4,3429
"Ischnocnema_concolor","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema concolor",1,3,1614
"Ischnocnema_epipeda","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema epipeda",0,0,0
"Ischnocnema_erythromera","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema erythromera",1,4,3406
"Ischnocnema_gehrti","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema gehrti",0,0,0
"Ischnocnema_gualteri","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema gualteri",0,0,0
"Ischnocnema_guentheri","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema guentheri",1,10,7692
"Ischnocnema_henselii","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema henselii",1,2,1063
"Ischnocnema_hoehnei","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema hoehnei",1,4,2799
"Ischnocnema_holti","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema holti",1,4,3090
"Ischnocnema_izecksohni","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema izecksohni",1,4,3414
"Ischnocnema_juipoca","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema juipoca",1,6,3996
"Ischnocnema_karst","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema karst",0,0,0
"Ischnocnema_lactea","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema lactea",1,4,2613
"Ischnocnema_manezinho","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema manezinho",0,0,0
"Ischnocnema_melanopygia","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema melanopygia",1,3,2444
"Ischnocnema_nanahallux","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema nanahallux",1,1,559
"Ischnocnema_nasuta","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema nasuta",1,4,3384
"Ischnocnema_nigriventris","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema nigriventris",0,0,0
"Ischnocnema_octavioi","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema octavioi",1,4,2642
"Ischnocnema_oea","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema oea",1,4,3432
"Ischnocnema_paranaensis","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema paranaensis",0,0,0
"Ischnocnema_parva","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema parva",1,6,5235
"Ischnocnema_penaxavantinho","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema penaxavantinho",0,0,0
"Ischnocnema_pusilla","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema pusilla",0,0,0
"Ischnocnema_randorum","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema randorum",0,0,0
"Ischnocnema_sambaqui","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema sambaqui",1,4,3059
"Ischnocnema_spanios","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema spanios",1,4,2088
"Ischnocnema_surda","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema surda",0,0,0
"Ischnocnema_venancioi","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema venancioi",1,4,3437
"Ischnocnema_verrucosa","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema verrucosa",1,4,2351
"Ischnocnema_vizottoi","Anura","Brachycephalidae","Brachycephalinae","Brachycephalinae","Ischnocnema","Ischnocnema vizottoi",1,3,2395
"Balebreviceps_hillmani","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Balebreviceps","Balebreviceps hillmani",1,3,1254
"Breviceps_acutirostris","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps acutirostris",0,0,0
"Breviceps_adspersus","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps adspersus",1,6,5781
"Breviceps_bagginsi","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps bagginsi",0,0,0
"Breviceps_branchi","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps branchi",1,1,565
"Breviceps_fichus","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps fichus",1,1,321
"Breviceps_fuscus","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps fuscus",1,6,3659
"Breviceps_gibbosus","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps gibbosus",0,0,0
"Breviceps_macrops","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps macrops",1,1,575
"Breviceps_maculatus","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps maculatus",0,0,0
"Breviceps_montanus","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps montanus",0,0,0
"Breviceps_mossambicus","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps mossambicus",1,11,8532
"Breviceps_namaquensis","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps namaquensis",1,1,563
"Breviceps_poweri","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps poweri",0,0,0
"Breviceps_rosei","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps rosei",0,0,0
"Breviceps_sopranus","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps sopranus",0,0,0
"Breviceps_sylvestris","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps sylvestris",0,0,0
"Breviceps_verrucosus","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Breviceps","Breviceps verrucosus",0,0,0
"Callulina_dawida","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Callulina","Callulina dawida",1,3,1295
"Callulina_hanseni","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Callulina","Callulina hanseni",0,0,0
"Callulina_kanga","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Callulina","Callulina kanga",1,2,927
"Callulina_kisiwamsitu","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Callulina","Callulina kisiwamsitu",1,7,4645
"Callulina_kreffti","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Callulina","Callulina kreffti",1,12,9967
"Callulina_laphami","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Callulina","Callulina laphami",1,2,849
"Callulina_meteora","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Callulina","Callulina meteora",0,0,0
"Callulina_shengena","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Callulina","Callulina shengena",1,2,973
"Callulina_stanleyi","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Callulina","Callulina stanleyi",1,3,1415
"Probreviceps_durirostris","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Probreviceps","Probreviceps durirostris",1,3,1247
"Probreviceps_loveridgei","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Probreviceps","Probreviceps loveridgei",1,3,1260
"Probreviceps_macrodactylus","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Probreviceps","Probreviceps macrodactylus",1,6,3727
"Probreviceps_rhodesianus","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Probreviceps","Probreviceps rhodesianus",0,0,0
"Probreviceps_rungwensis","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Probreviceps","Probreviceps rungwensis",1,3,1308
"Probreviceps_uluguruensis","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Probreviceps","Probreviceps uluguruensis",1,3,1252
"Spelaeophryne_methneri","Anura","Brevicipitidae","Brevicipitinae","Brevicipitinae","Spelaeophryne","Spelaeophryne methneri",1,8,5037
"Adenomus_dasi","Anura","Bufonidae","Bufoninae","Bufoninae","Adenomus","Adenomus dasi",0,0,0
"Adenomus_kandianus","Anura","Bufonidae","Bufoninae","Bufoninae","Adenomus","Adenomus kandianus",0,0,0
"Adenomus_kelaartii","Anura","Bufonidae","Bufoninae","Bufoninae","Adenomus","Adenomus kelaartii",1,8,6861
"Altiphrynoides_malcolmi","Anura","Bufonidae","Bufoninae","Bufoninae","Altiphrynoides","Altiphrynoides malcolmi",0,0,0
"Altiphrynoides_osgoodi","Anura","Bufonidae","Bufoninae","Bufoninae","Altiphrynoides","Altiphrynoides osgoodi",0,0,0
"Amazophrynella_bokermanni","Anura","Bufonidae","Bufoninae","Bufoninae","Amazophrynella","Amazophrynella bokermanni",1,4,2281
"Amazophrynella_manaos","Anura","Bufonidae","Bufoninae","Bufoninae","Amazophrynella","Amazophrynella manaos",0,0,0
"Amazophrynella_minuta","Anura","Bufonidae","Bufoninae","Bufoninae","Amazophrynella","Amazophrynella minuta",1,10,6257
"Amazophrynella_vote","Anura","Bufonidae","Bufoninae","Bufoninae","Amazophrynella","Amazophrynella vote",0,0,0
"Amietophrynus_asmarae","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus asmarae",0,0,0
"Amietophrynus_blanfordii","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus blanfordii",0,0,0
"Amietophrynus_brauni","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus brauni",1,12,8705
"Amietophrynus_buchneri","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus buchneri",0,0,0
"Amietophrynus_camerunensis","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus camerunensis",1,10,6404
"Amietophrynus_channingi","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus channingi",1,1,574
"Amietophrynus_chudeaui","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus chudeaui",0,0,0
"Amietophrynus_cristiglans","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus cristiglans",0,0,0
"Amietophrynus_danielae","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus danielae",0,0,0
"Amietophrynus_djohongensis","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus djohongensis",0,0,0
"Amietophrynus_fuliginatus","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus fuliginatus",0,0,0
"Amietophrynus_funereus","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus funereus",0,0,0
"Amietophrynus_garmani","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus garmani",1,8,6450
"Amietophrynus_gracilipes","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus gracilipes",1,8,6522
"Amietophrynus_gutturalis","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus gutturalis",1,9,7129
"Amietophrynus_kassasii","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus kassasii",0,0,0
"Amietophrynus_kerinyagae","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus kerinyagae",0,0,0
"Amietophrynus_kisoloensis","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus kisoloensis",1,7,5214
"Amietophrynus_langanoensis","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus langanoensis",0,0,0
"Amietophrynus_latifrons","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus latifrons",1,5,2519
"Amietophrynus_lemairii","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus lemairii",1,2,891
"Amietophrynus_maculatus","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus maculatus",1,10,6761
"Amietophrynus_mauritanicus","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus mauritanicus",1,6,5152
"Amietophrynus_pantherinus","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus pantherinus",1,4,2098
"Amietophrynus_pardalis","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus pardalis",1,3,1289
"Amietophrynus_perreti","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus perreti",0,0,0
"Amietophrynus_poweri","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus poweri",1,6,3918
"Amietophrynus_rangeri","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus rangeri",1,3,1892
"Amietophrynus_reesi","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus reesi",0,0,0
"Amietophrynus_regularis","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus regularis",1,11,6518
"Amietophrynus_steindachneri","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus steindachneri",1,8,6456
"Amietophrynus_superciliaris","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus superciliaris",0,0,0
"Amietophrynus_taiensis","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus taiensis",0,0,0
"Amietophrynus_togoensis","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus togoensis",0,0,0
"Amietophrynus_tuberosus","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus tuberosus",1,4,3003
"Amietophrynus_turkanae","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus turkanae",0,0,0
"Amietophrynus_urunguensis","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus urunguensis",0,0,0
"Amietophrynus_villiersi","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus villiersi",0,0,0
"Amietophrynus_vittatus","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus vittatus",0,0,0
"Amietophrynus_xeros","Anura","Bufonidae","Bufoninae","Bufoninae","Amietophrynus","Amietophrynus xeros",1,6,5205
"Anaxyrus_americanus","Anura","Bufonidae","Bufoninae","Bufoninae","Anaxyrus","Anaxyrus americanus",1,10,7697
"Anaxyrus_baxteri","Anura","Bufonidae","Bufoninae","Bufoninae","Anaxyrus","Anaxyrus baxteri",1,2,2276
"Anaxyrus_boreas","Anura","Bufonidae","Bufoninae","Bufoninae","Anaxyrus","Anaxyrus boreas",1,11,8066
"Anaxyrus_californicus","Anura","Bufonidae","Bufoninae","Bufoninae","Anaxyrus","Anaxyrus californicus",1,4,3224
"Anaxyrus_canorus","Anura","Bufonidae","Bufoninae","Bufoninae","Anaxyrus","Anaxyrus canorus",1,3,2687
"Anaxyrus_cognatus","Anura","Bufonidae","Bufoninae","Bufoninae","Anaxyrus","Anaxyrus cognatus",1,9,6424
