"","Taxon","Family","Subfamily","Clade","Tree.Genus","Constraint","Scientific.Name","Genes","Length"
"Abronia_mitchelli","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Abronia","Abronia","Abronia mitchelli",NA,NA
"Abronia_mixteca","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Abronia","Abronia","Abronia mixteca",2,715
"Abronia_montecristoi","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Abronia","Abronia","Abronia montecristoi",NA,NA
"Abronia_oaxacae","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Abronia","Abronia","Abronia oaxacae",2,1395
"Abronia_ochoterenai","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Abronia","Abronia","Abronia ochoterenai",NA,NA
"Abronia_ornelasi","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Abronia","Abronia","Abronia ornelasi",2,706
"Abronia_ramirezi","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Abronia","Abronia","Abronia ramirezi",NA,NA
"Abronia_reidi","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Abronia","Abronia","Abronia reidi",NA,NA
"Abronia_salvadorensis","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Abronia","Abronia","Abronia salvadorensis",NA,NA
"Abronia_smithi","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Abronia","Abronia","Abronia smithi",NA,NA
"Abronia_taeniata","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Abronia","Abronia","Abronia taeniata",NA,NA
"Abronia_vasconcelosii","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Abronia","Abronia","Abronia vasconcelosii",NA,NA
"Barisia_ciliaris","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Barisia","Barisia","Barisia ciliaris",NA,NA
"Barisia_herrerae","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Barisia","Barisia","Barisia herrerae",1,696
"Barisia_imbricata","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Barisia","Barisia","Barisia imbricata",8,4686
"Barisia_levicollis","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Barisia","Barisia","Barisia levicollis",2,1200
"Barisia_rudicollis","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Barisia","Barisia","Barisia rudicollis",1,696
"Coloptychon_rhombifer","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Coloptychon","Coloptychon","Coloptychon rhombifer",2,708
"Elgaria_cedrosensis","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Elgaria","Elgaria","Elgaria cedrosensis",NA,NA
"Elgaria_coerulea","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Elgaria","Elgaria","Elgaria coerulea",5,3306
"Elgaria_kingii","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Elgaria","Elgaria","Elgaria kingii",7,4097
"Elgaria_multicarinata","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Elgaria","Elgaria","Elgaria multicarinata",13,8087
"Elgaria_panamintina","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Elgaria","Elgaria","Elgaria panamintina",3,4233
"Elgaria_paucicarinata","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Elgaria","Elgaria","Elgaria paucicarinata",3,2076
"Elgaria_velazquezi","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Elgaria","Elgaria","Elgaria velazquezi",NA,NA
"Gerrhonotus_farri","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Gerrhonotus","Gerrhonotus","Gerrhonotus farri",NA,NA
"Gerrhonotus_infernalis","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Gerrhonotus","Gerrhonotus","Gerrhonotus infernalis",5,3033
"Gerrhonotus_liocephalus","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Gerrhonotus","Gerrhonotus","Gerrhonotus liocephalus",5,2247
"Gerrhonotus_lugoi","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Gerrhonotus","Gerrhonotus","Gerrhonotus lugoi",NA,NA
"Gerrhonotus_ophiurus","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Gerrhonotus","Gerrhonotus","Gerrhonotus ophiurus",NA,NA
"Gerrhonotus_parvus","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Gerrhonotus","Gerrhonotus","Gerrhonotus parvus",1,510
"Mesaspis_antauges","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Mesaspis","Mesaspis","Mesaspis antauges",NA,NA
"Mesaspis_gadovii","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Mesaspis","Mesaspis","Mesaspis gadovii",3,1432
"Mesaspis_juarezi","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Mesaspis","Mesaspis","Mesaspis juarezi",NA,NA
"Mesaspis_monticola","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Mesaspis","Mesaspis","Mesaspis monticola",NA,NA
"Mesaspis_moreletii","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Mesaspis","Mesaspis","Mesaspis moreletii",NA,NA
"Mesaspis_viridiflava","Sauria","Anguidae","Gerrhonotinae","Gerrhonotinae","Mesaspis","Mesaspis","Mesaspis viridiflava",NA,NA
"Anniella_alexanderae","Sauria","Anniellidae","Anniellinae","Anniellinae","Anniella","Anniella","Anniella alexanderae",NA,NA
"Anniella_campi","Sauria","Anniellidae","Anniellinae","Anniellinae","Anniella","Anniella","Anniella campi",NA,NA
"Anniella_geronimensis","Sauria","Anniellidae","Anniellinae","Anniellinae","Anniella","Anniella","Anniella geronimensis",3,2151
"Anniella_grinnelli","Sauria","Anniellidae","Anniellinae","Anniellinae","Anniella","Anniella","Anniella grinnelli",NA,NA
"Anniella_pulchra","Sauria","Anniellidae","Anniellinae","Anniellinae","Anniella","Anniella","Anniella pulchra",12,10573
"Anniella_stebbinsi","Sauria","Anniellidae","Anniellinae","Anniellinae","Anniella","Anniella","Anniella stebbinsi",NA,NA
"Carphodactylus_laevis","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Carphodactylus","Carphodactylus","Carphodactylus laevis",9,5565
"Nephrurus_amyae","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Nephrurus","Nephrurus","Nephrurus amyae",3,3189
"Nephrurus_asper","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Nephrurus","Nephrurus","Nephrurus asper",3,3048
"Nephrurus_deleani","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Nephrurus","Nephrurus","Nephrurus deleani",3,2175
"Nephrurus_laevissimus","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Nephrurus","Nephrurus","Nephrurus laevissimus",4,3348
"Nephrurus_levis","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Nephrurus","Nephrurus","Nephrurus levis",7,3789
"Nephrurus_sheai","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Nephrurus","Nephrurus","Nephrurus sheai",3,3189
"Nephrurus_stellatus","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Nephrurus","Nephrurus","Nephrurus stellatus",3,3048
"Nephrurus_vertebralis","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Nephrurus","Nephrurus","Nephrurus vertebralis",4,3351
"Nephrurus_wheeleri","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Nephrurus","Nephrurus","Nephrurus wheeleri",4,3087
"Orraya_occultus","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Orraya","Orraya","Orraya occultus",3,2457
"Phyllurus_amnicola","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Phyllurus","Phyllurus","Phyllurus amnicola",1,942
"Phyllurus_caudiannulatus","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Phyllurus","Phyllurus","Phyllurus caudiannulatus",NA,NA
"Phyllurus_championae","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Phyllurus","Phyllurus","Phyllurus championae",NA,NA
"Phyllurus_gulbaru","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Phyllurus","Phyllurus","Phyllurus gulbaru",NA,NA
"Phyllurus_isis","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Phyllurus","Phyllurus","Phyllurus isis",NA,NA
"Phyllurus_kabikabi","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Phyllurus","Phyllurus","Phyllurus kabikabi",2,2667
"Phyllurus_nepthys","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Phyllurus","Phyllurus","Phyllurus nepthys",NA,NA
"Phyllurus_ossa","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Phyllurus","Phyllurus","Phyllurus ossa",NA,NA
"Phyllurus_platurus","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Phyllurus","Phyllurus","Phyllurus platurus",5,3888
"Saltuarius_cornutus","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Saltuarius","Saltuarius","Saltuarius cornutus",9,6214
"Saltuarius_eximius","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Saltuarius","Saltuarius","Saltuarius eximius",NA,NA
"Saltuarius_kateae","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Saltuarius","Saltuarius","Saltuarius kateae",1,390
"Saltuarius_moritzi","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Saltuarius","Saltuarius","Saltuarius moritzi",1,393
"Saltuarius_salebrosus","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Saltuarius","Saltuarius","Saltuarius salebrosus",1,393
"Saltuarius_swaini","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Saltuarius","Saltuarius","Saltuarius swaini",7,4939
"Saltuarius_wyberba","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Saltuarius","Saltuarius","Saltuarius wyberba",2,1335
"Underwoodisaurus_milii","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Underwoodisaurus","Underwoodisaurus","Underwoodisaurus milii",8,5177
"Underwoodisaurus_seorsus","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Underwoodisaurus","Underwoodisaurus","Underwoodisaurus seorsus",NA,NA
"Uvidicolus_sphyrurus","Sauria","Carphodactylidae","Carphodactylinae","Carphodactylinae","Uvidicolus","Uvidicolus","Uvidicolus sphyrurus",7,4039
"Brookesia_ambreensis","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia ambreensis",8,5641
"Brookesia_antakarana","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia antakarana",8,5638
"Brookesia_bekolosy","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia bekolosy",NA,NA
"Brookesia_betschi","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia betschi",8,5583
"Brookesia_bonsi","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia bonsi",1,717
"Brookesia_brunoi","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia brunoi",1,570
"Brookesia_brygooi","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia brygooi",12,8101
"Brookesia_confidens","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia confidens",4,2638
"Brookesia_decaryi","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia decaryi",10,9000
"Brookesia_dentata","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia dentata",6,4813
"Brookesia_desperata","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia desperata",5,3530
"Brookesia_ebenaui","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia ebenaui",8,5584
"Brookesia_exarmata","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia exarmata",8,5631
"Brookesia_griveaudi","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia griveaudi",8,5496
"Brookesia_karchei","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia karchei",8,5470
"Brookesia_lambertoni","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia lambertoni",NA,NA
"Brookesia_lineata","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia lineata",7,5508
"Brookesia_micra","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia micra",6,3854
"Brookesia_minima","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia minima",9,6239
"Brookesia_perarmata","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia perarmata",8,5543
"Brookesia_peyrierasi","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia peyrierasi",9,5878
"Brookesia_ramanantsoai","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia ramanantsoai",8,5551
"Brookesia_stumpffi","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia stumpffi",8,5540
"Brookesia_superciliaris","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia superciliaris",12,7915
"Brookesia_therezieni","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia therezieni",10,6166
"Brookesia_thieli","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia thieli",9,7652
"Brookesia_tristis","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia tristis",6,4334
"Brookesia_tuberculata","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia tuberculata",8,5415
"Brookesia_vadoni","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia vadoni",8,5565
"Brookesia_valerieae","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Brookesia","Brookesia","Brookesia valerieae",1,717
"Palleon_lolontany","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Palleon","Palleon","Palleon lolontany",1,717
"Palleon_nasus","Sauria","Chamaeleonidae","Brookesiinae","Brookesiinae","Palleon","Palleon","Palleon nasus",9,6282
"Archaius_tigris","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Archaius","Archaius","Archaius tigris",7,5581
"Bradypodion_atromontanum","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion atromontanum",6,3659
"Bradypodion_caeruleogula","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion caeruleogula",6,4000
"Bradypodion_caffer","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion caffer",6,3769
"Bradypodion_damaranum","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion damaranum",7,4958
"Bradypodion_dracomontanum","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion dracomontanum",4,2547
"Bradypodion_gutturale","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion gutturale",6,3890
"Bradypodion_kentanicum","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion kentanicum",6,3883
"Bradypodion_melanocephalum","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion melanocephalum",6,3823
"Bradypodion_nemorale","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion nemorale",6,4141
"Bradypodion_ngomeense","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion ngomeense",6,4042
"Bradypodion_occidentale","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion occidentale",8,5642
"Bradypodion_pumilum","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion pumilum",8,5015
"Bradypodion_setaroi","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion setaroi",5,2854
"Bradypodion_taeniabronchum","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion taeniabronchum",5,3385
"Bradypodion_thamnobates","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion thamnobates",6,3931
"Bradypodion_transvaalense","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion transvaalense",7,4269
"Bradypodion_ventrale","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Bradypodion","Bradypodion","Bradypodion ventrale",7,3912
"Calumma_amber","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma amber",7,5590
"Calumma_andringitraense","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma andringitraense",7,5500
"Calumma_boettgeri","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma boettgeri",8,5541
"Calumma_brevicorne","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma brevicorne",9,7676
"Calumma_crypticum","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma crypticum",7,5710
"Calumma_cucullatum","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma cucullatum",8,5403
"Calumma_fallax","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma fallax",3,1743
"Calumma_furcifer","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma furcifer",8,5504
"Calumma_gallus","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma gallus",7,5097
"Calumma_gastrotaenia","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma gastrotaenia",9,6466
"Calumma_glawi","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma glawi",7,5428
"Calumma_guibei","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma guibei",6,3630
"Calumma_guillaumeti","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma guillaumeti",7,5660
"Calumma_hafahafa","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma hafahafa",7,4034
"Calumma_hilleniusi","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma hilleniusi",9,6192
"Calumma_jejy","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma jejy",NA,NA
"Calumma_malthe","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma malthe",8,6277
"Calumma_marojezense","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma marojezense",5,3042
"Calumma_nasutum","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma nasutum",9,6448
"Calumma_peltierorum","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma peltierorum",7,5554
"Calumma_peyrierasi","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma peyrierasi",6,3459
"Calumma_tarzan","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma tarzan",7,4592
"Calumma_tsaratananense","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma tsaratananense",7,4343
"Calumma_tsycorne","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma tsycorne",NA,NA
"Calumma_vatosoa","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma vatosoa",NA,NA
"Calumma_vencesi","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma vencesi",7,4949
"Calumma_vohibola","Sauria","Chamaeleonidae","Chamaeleoninae","Chamaeleoninae","Calumma","Calumma","Calumma vohibola",5,3042
