"","X12S","X16S","AMEL","BDNF","BMP2","CMOS","COI","CYTB","ND1","ND2","ND4","NT3","PDC","PRLR","R35","RAG1","RAG2"
"Leptophis_coeruleodorsus","","","","","","","","","","","","","","","","",""
"Leptophis_cupreus","","","","","","","","","","","","","","","","",""
"Leptophis_depressirostris","KR814617","KR814643","","","","KR814682","","KR814686","","","KR814724","","","","","KR814730",""
"Leptophis_diplotropis","","","","","","","","","","","","","","","","",""
"Leptophis_haileyi","","","","","","","","","","","","","","","","",""
"Leptophis_mexicanus","","","","","","","","","","","","","","","","",""
"Leptophis_modestus","","","","","","","","","","","","","","","","",""
"Leptophis_nebulosus","","","","","","","","","","","","","","","","",""
"Leptophis_riveti","","","","","","","","","","","","","","","","",""
"Leptophis_stimsoni","","","","","","","","","","","","","","","","",""
"Leptotyphlops_aethiopicus","","","","","","","","","","","","","","","","",""
"Leptotyphlops_conjunctus","GQ469261","GQ469261","GQ469001","GQ469184","GU902544","GQ469069","","GQ469160","","","","GQ469023","","","","GQ469046",""
"Leptotyphlops_distanti","GQ469271","GQ469271","GQ468998","GQ469181","","GQ469066","","GQ469162","","","","GQ469021","","","","GQ469044",""
"Leptotyphlops_emini","","","","","","","","","","","","","","","","",""
"Leptotyphlops_howelli","","","","","","","","","","","","","","","","",""
"Leptotyphlops_incognitus","","","","","","","","","","","","","","","","",""
"Leptotyphlops_jacobseni","","","","","","","","","","","","","","","","",""
"Leptotyphlops_kafubi","GQ469254","GQ469254","GQ469000","GQ469183","","GQ469068","","GQ469166","","","","","","","","",""
"Leptotyphlops_keniensis","","","","","","","","","","","","","","","","",""
"Leptotyphlops_latirostris","","","","","","","","","","","","","","","","",""
"Leptotyphlops_macrops","","","","","","","","","","","","","","","","",""
"Leptotyphlops_mbanjensis","","","","","","","","","","","","","","","","",""
"Leptotyphlops_merkeri","GQ469260","GQ469260","","","","","","GQ469164","","","","","","","","",""
"Leptotyphlops_nigricans","GQ469237","GQ469237","","","","","","GQ469134","","","","","","","","",""
"Leptotyphlops_nigroterminus","GQ469258","GQ469258","GQ469005","GQ469188","GU902543","GQ469073","","GQ469142","","","","GQ469027","","","","GQ469050",""
"Leptotyphlops_nursii","","","","","","","","","","","","","","","","",""
"Leptotyphlops_pembae","","","","","","","","","","","","","","","","",""
"Leptotyphlops_pitmani","GQ469255","GQ469255","","","","","","GQ469163","","","","","","","","",""
"Leptotyphlops_pungwensis","","","","","","","","","","","","","","","","",""
"Leptotyphlops_scutifrons","GQ469265","GQ469265","","","","","","GQ469169","","","","","","","","",""
"Leptotyphlops_sylvicolus","GQ469278","GQ469278","GQ469009","GQ469192","","GQ469077","","GQ469150","","","","GQ469031","","","","GQ469054",""
"Leptotyphlops_tanae","","","","","","","","","","","","","","","","",""
"Leptotyphlops_telloi","","","","","","","","","","","","","","","","",""
"Lepturophis_albofuscus","","","","","","","","","","","","","","","","",""
"Letheobia_acutirostrata","","","","","","","","","","","","","","","","",""
"Letheobia_caeca","","","","","","","","","","","","","","","","",""
"Letheobia_crossii","","","","","","","","","","","","","","","","",""
"Letheobia_debilis","","","","","","","","","","","","","","","","",""
"Letheobia_episcopus","","","KC848446","KC848450","","","","","","","","KC848458","","","","",""
"Letheobia_erythraea","","","","","","","","","","","","","","","","",""
"Letheobia_feae","","","KF992848","KF992869","KF992890","","","","","","","KF992911","","","","KF992931",""
"Letheobia_gracilis","","","","","","","","","","","","","","","","",""
"Letheobia_graueri","","","","","","","","","","","","","","","","",""
"Letheobia_jubana","","","","","","","","","","","","","","","","",""
"Letheobia_kibarae","","","","","","","","","","","","","","","","",""
"Letheobia_largeni","","","","","","","","","","","","","","","","",""
"Letheobia_leucosticta","","","","","","","","","","","","","","","","",""
"Letheobia_lumbriciformis","","","","","","","","","","","","","","","","",""
"Letheobia_newtoni","","","GU902311","GU902388","GU902468","","","","","","","GU902561","","","","GU902638",""
"Letheobia_pallida","","","","","","","","","","","","","","","","",""
"Letheobia_pauwelsi","","","","","","","","","","","","","","","","",""
"Letheobia_pembana","","","","","","","","","","","","","","","","",""
"Letheobia_praeocularis","","","","","","","","","","","","","","","","",""
"Letheobia_rufescens","","","","","","","","","","","","","","","","",""
"Letheobia_simonii","HQ113894","","KC848447","KC848448","","","","","","HQ113934","","KC848459","","JQ045266","","",""
"Letheobia_somalica","","","","","","","","","","","","","","","","",""
"Letheobia_stejnegeri","","","","","","","","","","","","","","","","",""
"Letheobia_sudanensis","","","","","","","","","","","","","","","","",""
"Letheobia_swahilica","","","","","","","","","","","","","","","","",""
"Letheobia_toritensis","","","","","","","","","","","","","","","","",""
"Letheobia_uluguruensis","","","","","","","","","","","","","","","","",""
"Letheobia_wittei","","","","","","","","","","","","","","","","",""
"Liasis_fuscus","EF545025","EF545052","","","","","","EF545100","","","","","","","","",""
"Liasis_mackloti","EF545024","EF545051","FJ434049","FJ433970","","","","U69840","","","","FJ434075","","","DQ119621","AY487397","DQ119639"
"Liasis_olivaceus","EF545023","EF545050","","","","","","U69842","","","","","","","","",""
"Liasis_papuana","EF545027","EF545054","FJ434050","FJ433971","","AF544720","","U69843","","","","FJ434076","","","FJ433925","AY487405","FJ433901"
"Lichanura_orcutti","","","","","","","","","","","","","","","","",""
"Lichanura_trivirgata","GQ200595","GQ200595","FJ434058","FJ433979","EU402704","AF544687","GQ200595","GQ200595","EU280530","GQ200595","GQ200595","FJ434080","","","DQ119620","EU402852","DQ119638"
"Limnophis_bangweolicus","","","","","","","","","","","","","","","","",""
"Limnophis_bicolor","","","","","","","","","","","","","","","","",""
"Lioheterophis_iheringi","","","","","","","","","","","","","","","","",""
"Liopeltis_calamaria","","","","","","","","","","","","","","","","",""
"Liopeltis_frenatus","","","","","","","","","","","","","","","","",""
"Liopeltis_philippinus","","","","","","","","","","","","","","","","",""
"Liopeltis_rappi","","","","","","","","","","","","","","","","",""
"Liopeltis_stoliczkae","","","","","","","","","","","","","","","","",""
"Liopeltis_tricolor","","","","","","","","","","","","","","","","",""
"Liophidium_apperti","","","","","","","","","","","","","","","","",""
"Liophidium_chabaudi","FJ404173","FJ404210","","","","FJ387210","JQ909401","EU394721","","","FJ404372","","","","","","FJ404446"
"Liophidium_maintikibo","","GQ913669","","","","GQ913663","JQ909402","","","","","","","","","",""
"Liophidium_mayottensis","","GQ913670","","","","GQ913664","JQ909403","GQ913675","","","HE798407","","","","","",""
"Liophidium_pattoni","","GQ913671","","","","GQ913665","JQ909404","GQ913676","","","","","","","","",""
"Liophidium_rhodogaster","","GQ913672","","","","GQ913666","JQ909405","DQ979978","","","","","","","","",""
"Liophidium_therezieni","","GQ913673","","","","GQ913667","JQ909406","EU394722","","","","","","","","",""
"Liophidium_torquatum","","AY188062","","","","AY187984","JQ909412","AY188023","","","","","","","","",""
"Liophidium_trilineatum","","","","","","","","","","","","","","","","",""
"Liophidium_vaillanti","","GQ913674","","","","GQ913668","JQ909413","GQ913677","","","","","","","","",""
"Liopholidophis_baderi","","","","","","KC988269","","KC988264","","","","","","","","",""
"Liopholidophis_dimorphus","","DQ979966","","","","DQ979973","JQ909414","DQ979991","","","","","","","","",""
"Liopholidophis_dolicocercus","","DQ979968","","","","DQ979975","JQ909416","DQ979990","","","","","","","","",""
"Liopholidophis_grandidieri","","KC988277","","","","KC988273","JQ909417","KC988268","","","","","","","","",""
"Liopholidophis_oligolepis","","KC988274","","","","KC988270","","KC988265","","","","","","","","",""
"Liopholidophis_rhadinaea","","KC988275","","","","KC988271","JQ909418","KC988266","","","","","","","","",""
"Liopholidophis_sexlineatus","FJ404174","AY188063","","","","AY187985","JQ909421","AY188024","","","FJ404373","","","","","","FJ404447"
"Liopholidophis_varius","","KC988276","","","","KC988272","JQ909424","KC988267","","","","","","","","",""
"Liotyphlops_albirostris","Z46461","Z46487","FJ434039","FJ433960","EU402705","AF544727","","AF544672","","","","","","","HQ876356","EU402853","FJ433890"
"Liotyphlops_anops","","","","","","","","","","","","","","","","",""
"Liotyphlops_argaleus","","","","","","","","","","","","","","","","",""
"Liotyphlops_beui","","","","","","","","","","","","","","","","",""
"Liotyphlops_caissara","","","","","","","","","","","","","","","","",""
"Liotyphlops_haadi","","","","","","","","","","","","","","","","",""
"Liotyphlops_schubarti","","","","","","","","","","","","","","","","",""
"Liotyphlops_ternetzii","","","","","","","","","","","","","","","","",""
"Liotyphlops_trefauti","","","","","","","","","","","","","","","","",""
"Liotyphlops_wilderi","","","","","","","","","","","","","","","","",""
"Loveridgelaps_elapoides","","","","","","","","","","","","","","","","",""
"Loxocemus_bicolor","AF512737","AF512737","FJ434046","DQ465573","EU402706","AY444035","","U69845","","","","FJ434072","","","JN703079","AY444061","FJ433897"
"Lycodon_alcalai","","","","","","KC010304","","KC010345","","","","","","","","",""
"Lycodon_aulicus","","","","","","KC010308","","KC010350","","","","","","","","",""
"Lycodon_bibonius","","","","","","KC010309","","KC010351","","","","","","","","",""
"Lycodon_butleri","","","","","","KC010312","","KC010353","","","","","","","","",""
"Lycodon_capucinus","","","","","","KC010317","","KC010359","","","U49317","","","","","",""
"Lycodon_cardamomensis","","","","","","","","","","","","","","","","",""
"Lycodon_carinatus","","KC347352","","","","KC347392","","KC347486","","","","","","","","KC347430",""
"Lycodon_cavernicolus","","","","","","","","KJ607890","","","","","","","","",""
"Lycodon_chrysoprateros","","","","","","KC010318","","KC010360","","","","","","","","",""
"Lycodon_davidi","","","","","","","","","","","","","","","","",""
"Lycodon_dumerilii","","","","","","KC010320","","KC010363","","","","","","","","",""
"Lycodon_effraenis","","","","","","KC010328","","KC010376","","","","","","","","",""
"Lycodon_fasciatus","","EU999215","","","","","JX233637","KC010366","","","","","","","","",""
"Lycodon_fausti","","","","","","","","","","","","","","","","",""
"Lycodon_ferroni","","","","","","","","","","","","","","","","",""
"Lycodon_flavicollis","","","","","","","","","","","","","","","","",""
"Lycodon_flavomaculatus","","","","","","","","","","","","","","","","",""
"Lycodon_flavozonatus","","","","","","KF732934","JX233650","KF732927","","","KF732920","","","","","",""
"Lycodon_futsingensis","","EU999211","","","","","KC171169","","","","","","","","","",""
"Lycodon_gammiei","","","","","","","","","","","","","","","","",""
"Lycodon_gongshan","","","","","","","","","","","","","","","","",""
"Lycodon_hypsirhinoides","","","","","","","","","","","","","","","","",""
"Lycodon_jara","","","","","","KC010322","","KC010367","","","","","","","","",""
"Lycodon_kundui","","","","","","","","","","","","","","","","",""
"Lycodon_laoensis","Z46455","Z46485","","","","KC010325","","KC010370","","","","","","","","",""
"Lycodon_liuchengchaoi","","","","","","KF732935","","KF732928","","","KF732921","","","","","",""
"Lycodon_mackinnoni","","","","","","","","","","","","","","","","",""
"Lycodon_meridionale","","","","","","","","","","","","","","","","",""
"Lycodon_muelleri","","","","","","KC010327","","KC010375","","","","","","","","",""
"Lycodon_multifasciatus","","","","","","","","","","","","","","","","",""
"Lycodon_multizonatus","","","","","","KF732933","","KF732926","","","KF732919","","","","","",""
"Lycodon_odishii","","","","","","","","","","","","","","","","",""
"Lycodon_ophiophagus","","","","","","","","","","","","","","","","",""
"Lycodon_orientalis","","","","","","","","","","","","","","","","",""
"Lycodon_osmanhilli","","KC347364","","","","KC347403","","","","","KC347524","","","","","KC347441",""
"Lycodon_paucifasciatus","","EU999213","","","","","","","","","","","","","","",""
"Lycodon_rosozonatus","","","","","","","","","","","","","","","","",""
"Lycodon_rufozonatus","AF233939","HM439982","","JQ599018","","JF827695","JQ798869","AF471063","NC_024559","NC_024559","JF827649","","","","","",""
"Lycodon_ruhstrati","","EU999209","","","","KF732932","JX233634","KF732925","","","KF732918","","","","","",""
"Lycodon_semicarinatus","NC_001945","NC_001945","","","","","NC_001945","NC_001945","AB008539","DQ902208","NC_001945","","","","","",""
"Lycodon_septentrionalis","","","","","","","","","","","","","","","","",""
"Lycodon_solivagus","","","","","","","","","","","","","","","","",""
"Lycodon_stormi","","","","","","KC010331","","KC010380","","","","","","","","",""
"Lycodon_striatus","","","","","","","","","","","","","","","","",""
"Lycodon_subcinctus","","","","","","KC010335","","KC010385","","","","","","","","",""
"Lycodon_synaptor","","","","","","","KC171174","","","","","","","","","",""
"Lycodon_tessellatus","","","","","","","","","","","","","","","","",""
"Lycodon_tiwarii","","","","","","","","","","","","","","","","",""
"Lycodon_travancoricus","","","","","","","","","","","","","","","","",""
"Lycodon_zawi","","","","","","KC010336","","AF471040","","","","","","","","",""
"Lycodon_zoosvictoriae","","","","","","","","","","","","","","","","",""
"Lycodonomorphus_bicolor","","","","","","","","","","","","","","","","",""
"Lycodonomorphus_inornatus","FJ404167","AY611891","","","","HQ207093","","AY612073","","","HQ207163","","","","","","FJ404440"
"Lycodonomorphus_laevissimus","","","","","","DQ486162","","DQ486338","","","DQ486314","","","","","",""
"Lycodonomorphus_leleupi","","","","","","","","","","","","","","","","",""
"Lycodonomorphus_obscuriventris","","","","","","","","","","","","","","","","",""
"Lycodonomorphus_rufulus","FJ404175","FJ404199","","","","HQ207102","","HQ207111","","","HQ207153","","","","","","FJ404448"
"Lycodonomorphus_subtaeniatus","","","","","","","","","","","","","","","","",""
"Lycodonomorphus_whytii","FJ404176","FJ404200","","","","FJ387201","","FJ404300","","","FJ404375","","","","","","FJ404449"
"Lycodryas_carleti","","","","","","","","","","","","","","","","",""
